Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
65133.072527319535,65178.523391166535
76892.60923800603,76936.27557918751
154147.2684409241,154191.16654097903
165906.88429089493,165951.42835650637
237285.88145277448,237331.496952811
249045.2393502979,249088.88589911902
254917.0087650646,254964.38508490036
326299.93950022664,326343.88614099036
338059.720143639,338104.16852080857
409438.6983719572,409484.488802968
421197.8609215559,421241.4894628472
427070.13927086745,427117.2559533963
498452.6186134973,498496.61850277917
581591.5231669522,581637.499120549
587468.6508377816,587512.2190432136
593350.4733610728,593394.0864249882
599223.2495666668,599270.1197047892
