Meta:,"Description of ground station accesses for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
23676.02050525884,23934.27983548271
101104.10316978105,101143.51658354356
112678.27352491775,112936.47619468042
190007.8436875431,190221.94488405017
201682.49291095106,201933.96237642405
278986.52206281986,279236.55105765193
290695.4433469543,290915.194839548
367983.1334747824,368241.129927647
456985.1375233448,457243.54415103904
534320.136308811,534525.6398455394
545988.9633003662,546242.0404798145
