Meta:,"Description of subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0.",,,,,,,,,,,
Summ:,"During each time, Obs has known orbit Keplerian model and statistics.",,,,,,,,,,,
Time,[s],ObsOrbit,[m],,[deg],[deg],[deg],[deg],ObsCoordinates,[deg],[deg],[deg]
t0,t1, ,SMA,ecc,inc,RAAN,AOP,MA, ,lat,long,alt
0.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,0.000000,,6828137.000000,0.000000,0.000000
300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,19.233549,,6447015.258836,1804233.287727,1343201.915783
600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,38.467099,,5346195.690649,3407055.112244,2536458.552823
900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,57.700648,,3648565.774273,4629538.119124,3446563.431180
1200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,76.934197,,1543636.548982,5335213.209366,3971919.070930
1500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,96.167747,,-733613.017648,5445303.955640,4053878.594852
1800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,115.401296,,-2928967.370217,4947520.628872,3683292.638641
2100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,134.634845,,-4797353.138544,3897432.134084,2901530.719307
2400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,153.868395,,-6130197.343736,2412262.702576,1795863.043605
2700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,173.101944,,-6778710.966421,657805.832531,489718.297783
3000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,192.335493,,-6670498.669175,-1170083.689565,-871095.031968
3300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,211.569043,,-5817640.484705,-2867353.590797,-2134665.656921
3600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,230.802592,,-4315343.288979,-4244533.021361,-3159937.755654
3900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,250.036141,,-2331312.599033,-5147883.700238,-3832457.418574
4200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,269.269691,,-87031.150514,-5476562.137143,-4077149.448772
4500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,288.503240,,2166965.821761,-5193877.065289,-3866698.210199
4800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,307.736789,,4179058.512669,-4331385.387177,-3224596.946318
5100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,326.970339,,5724631.549160,-2985369.391844,-2222525.165521
5400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,346.203888,,6631148.414535,-1306088.501375,-972346.862882
5700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,365.437437,,6797412.168508,518994.596565,386377.161495
6000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,384.670987,,6204862.336558,2286140.917813,1701968.853720
6300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,403.904536,,4919646.866121,3798079.117975,2827565.139309
6600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,423.138085,,3085237.851522,4886027.428502,3637512.647158
6900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,442.371635,,906415.354335,5428535.224017,4041394.736697
7200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,461.605184,,-1373592.751184,5365040.885554,3994124.953103
7500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,480.838733,,-3500262.966447,4702632.458602,3500980.150728
7800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,500.072283,,-5236189.318104,3515256.395330,2617011.423519
8100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,519.305832,,-6387585.631779,1935462.711256,1440898.601844
8400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,538.539381,,-6825918.409143,139608.066932,103934.354962
8700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,557.772931,,-6502255.371503,-1671831.405158,-1244632.366307
9000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,577.006480,,-5452727.903000,-3296639.795865,-2454257.395412
9300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,596.240029,,-3794497.606043,-4553435.330653,-3389907.004338
9600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,615.473579,,-1712677.233358,-5301918.509817,-3947132.085498
9900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,634.707128,,560333.951471,-5458534.122771,-4063728.089347
10200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,653.940677,,2770793.535119,-5005798.743185,-3726679.087237
10500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,673.174226,,4671941.909425,-3994252.451363,-2973610.774885
10800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,692.407776,,6051548.716789,-2536816.907785,-1888590.213752
11100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,711.641325,,6755604.701526,-796189.601385,-592741.196596
11400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,730.874874,,6705514.181451,1033318.513112,769277.130550
11700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,750.108424,,5906868.897395,2747474.474922,2045418.961829
12000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,769.341973,,4448823.791982,4154922.397427,3093225.117903
12300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,788.575522,,2494144.401189,5098545.045628,3795726.151145
12600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,807.809072,,261036.895409,5473003.259901,4074499.962832
12900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,827.042621,,-2001210.868128,5236495.252550,3898426.275060
13200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,846.276170,,-4040058.026053,4415423.054923,3287160.671909
13500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,865.509720,,-5627902.531486,3101445.186931,2308940.393195
13800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,884.743269,,-6587488.988815,1441244.567471,1072966.826023
14100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,903.976818,,-6811696.155039,-379846.098278,-282784.942712
14400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,923.210368,,-6275495.175120,-2158533.512202,-1606968.660092
14700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,942.443917,,-5038743.621067,-3696257.966382,-2751762.100524
15000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,961.677466,,-3239503.428564,-4821359.102682,-3589368.862359
15300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,980.911016,,-1078628.668038,-5408238.824857,-4026284.627367
15600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1000.144565,,1202656.340857,-5391382.155228,-4013735.301792
15900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1019.378114,,3349685.555339,-4772670.849618,-3553121.800942
16200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1038.611664,,5122780.271669,-3621173.331837,-2695863.661197
16500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1057.845213,,6324005.109952,-2065434.397902,-1537658.937487
16800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1077.078762,,6819264.078296,-279125.411261,-207801.169449
17100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1096.312312,,6553270.072665,1538343.103300,1145254.007638
17400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1115.545861,,5555716.726497,3184082.198243,2370461.368706
17700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1134.779410,,3937963.629732,4474373.547659,3331047.687693
18000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1154.012960,,1880604.955282,5265178.423062,3919780.104326
18300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1173.246509,,-386690.759096,5468217.127945,4070936.819609
18600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1192.480058,,-2610819.133569,5060823.900117,3767643.798791
18900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1211.713608,,-4543494.675725,4088477.152306,3043758.465697
19200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1230.947157,,-5968967.564570,2659722.593405,1980090.106537
19500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1250.180706,,-6728108.389147,934055.976117,695378.909758
19800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1269.414256,,-6736172.196959,-895881.847201,-666959.323753
20100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1288.647805,,-5992258.803234,-2625809.946203,-1954843.076121
20400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1307.881354,,-4579413.280996,-4062611.747749,-3024502.385461
20700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1327.114904,,-2655355.413967,-5045893.163581,-3756528.277281
21000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1346.348453,,-434873.008654,-5465887.818111,-4069202.712687
21300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1365.582002,,1834155.451971,-5275710.567113,-3927620.995059
21600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1384.815552,,3898432.156907,-4496591.413744,-3347588.276149
21900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1404.049101,,5527516.289857,-3215505.545615,-2393855.184061
22200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1423.282650,,6539548.763561,-1575464.058328,-1172889.534734
22500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1442.516200,,6821553.643738,240450.761627,179008.959576
22800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1461.749749,,6342049.959530,2029523.409863,1510924.197441
23100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1480.983298,,5154566.009804,3592034.846543,2674170.862634
23400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1500.216848,,3391663.853736,4753557.675337,3538892.569896
23700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1519.450397,,1250141.048030,5384427.947528,4008558.085981
24000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1538.683946,,-1030938.398946,5414219.900835,4030737.373453
24300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1557.917496,,-3196931.391846,4839607.778578,3602954.498203
24600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1577.151045,,-5006042.248830,3724737.092933,2772964.024690
24900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1596.384594,,-6256315.010382,2194063.887146,1633420.044188
25200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1615.618144,,-6808178.331694,418461.369339,311532.946876
25500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1634.851693,,-6600026.211040,-1403855.127902,-1045131.419593
25800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1654.085242,,-5655095.235105,-3069455.463563,-2285124.926534
26100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1673.318792,,-4078870.615691,-4392404.147478,-3270023.730256
26400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1692.552341,,-2047310.588967,-5225016.824198,-3889880.901766
26700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1711.785890,,212796.280439,-5474346.678780,-4075500.101132
27000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1731.019440,,2449148.122986,-5112560.342240,-3806160.152883
27300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1750.252989,,4412094.907315,-4180045.006138,-3111928.207120
27600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1769.486538,,5882507.551437,-2780899.890674,-2070303.261869
27900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1788.720088,,6696239.897430,-1071315.365943,-797564.739399
28200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1807.953637,,6762452.792960,757863.003377,564208.101558
28500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1827.187186,,6073754.712630,2502439.066852,1862996.859436
28800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1846.420736,,4707026.894032,3967661.059279,2953814.216960
29100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1865.654285,,2814840.876350,4989962.269283,3714889.269241
29400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1884.887834,,608426.524968,5455220.435655,4061261.140692
29700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1904.121384,,-1665908.132221,5311497.525382,3954263.398363
30000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1923.354933,,-3754272.939077,4574837.717368,3405840.490897
30300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1942.588482,,-5423538.059050,3327476.347161,2477214.357274
30600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1961.822032,,-6487358.892146,1708659.753044,1272050.055456
30900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,1981.055581,,-6826978.228837,-100899.170976,-75116.649647
31200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2000.289130,,-6404483.439972,-1899194.446441,-1413897.879092
31500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2019.522679,,-5267038.766564,-3485477.486582,-2594841.847360
31800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2038.756229,,-3541620.247438,-4682667.206400,-3486116.571174
32100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2057.989778,,-1420841.039079,-5357118.065239,-3988226.631917
32400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2077.223327,,858550.514266,-5433539.281543,-4045120.119496
32700.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2096.456877,,3042099.741403,-4903399.747333,-3650445.859340
33000.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2115.690426,,4886051.110372,-3825880.378968,-2848262.411265
33300.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2134.923975,,6184559.320658,-2321267.590680,-1728119.692755
33600.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2154.157525,,6792668.373276,-557525.395390,-415062.278409
33900.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2173.391074,,6642493.402720,1268454.874337,944329.665616
34200.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2192.624623,,5750798.848911,2952834.080612,2198303.523744
34500.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2211.858173,,4217126.997230,4307580.396929,3206874.787701
34800.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2231.091722,,2212685.802786,5181459.811752,3857453.907452
35100.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2250.325271,,-38763.518709,5476918.792063,4077414.968523
35400.0,,,6828137.000000,0.000000,36.666667,0.000000,0.000000,2269.558821,,-2285885.563307,5160974.449258,3842203.120131
