Meta:,"Description of ground station accesses for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
31913.47890543487,32208.868871307906
55877.333119802905,56176.443486914344
116539.15675828168,116802.79719715563
128613.93580308778,128662.17860401112
140485.46144020176,140782.3323616514
219198.75225211354,219288.1088817015
231087.85227444678,231317.52362278622
297743.175137974,297922.11387715564
309719.6234517632,309962.56138552295
376310.6438452269,376602.9524945985
460939.6824120083,461194.1871442552
473000.24653450213,473062.8643410901
484881.6556620162,485176.29054624384
551492.1152973879,551783.6164243642
563598.3100798051,563675.6508627646
575477.6289523271,575719.8802294793
