Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
4553.417264206995,4606.165273259117
65283.90583767027,65338.84380963701
71221.96050614922,71277.89158244335
89164.06940069563,89218.94162452294
95098.0948343609,95154.62762632199
155833.91804812694,155887.30904302566
173771.49460992534,173829.44213988638
179718.8806565994,179771.97176636432
240447.99160447236,240500.13185947156
264336.0232319062,264388.1145992207
325063.8284656314,325116.53560770064
331007.9133954795,331066.55387159385
348949.56400099385,349002.5788108417
409680.9719345543,409736.58188507904
415617.9293196516,415673.36731358845
433559.65342817147,433614.9896526511
439495.95642428333,439551.7194167992
500230.26136656594,500283.3381988523
518166.5729125473,518225.0908258258
524116.1325209671,524168.8996900924
584844.6584887628,584896.7527999677
