Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
54751.36132764888,54803.63542581696
60719.606098997545,60776.77805318735
66706.5623502069,66765.19245604597
72687.60293342879,72740.6928129322
78636.20195159054,78693.6726305882
139361.9710889285,139414.8082902865
145324.0124019733,145379.5784679771
151307.7383015028,151366.9443580525
157293.30630521552,157347.81712018355
163252.0622220621,163306.0782902968
223973.795838774,224028.8130739882
229930.0479938801,229983.99921042036
235909.09440784503,235968.1714668406
241897.08558202782,241953.2500681065
247865.03279894922,247917.50446275188
314537.7857977334,314590.4990218436
320511.15624917904,320569.422237468
326499.4299867596,326557.1136285321
332475.22144876607,332527.6013550915
399147.16521921137,399199.43990017095
405114.3610532339,405171.27925087
411100.893792241,411159.666805722
417082.83432160155,417136.12835025956
423033.1875263956,423089.9259093345
483758.0007393087,483811.0774856048
489719.0295988331,489774.3156651862
495702.0605367375,495761.29511395737
507648.5595308953,507702.19617245736
568369.9942010092,568425.5675146633
574325.3490868715,574379.054718663
580303.5001197102,580362.4862334541
586291.6868425352,586348.1244371815
592261.0532344121,592313.4205186473
