Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
45544.953832868785,45601.03789290722
87850.64245082719,87904.36146367896
130156.10192261722,130208.3521892348
172461.22963106164,172512.90669313207
214765.92345244132,214817.92354892558
257070.0814631648,257123.30012815385
299373.60173825326,299428.9357242833
389941.00335548527,389996.1947140313
432246.62658546766,432299.75353041774
474551.9861481548,474603.94431354245
516856.9796525427,516908.66516255855
559161.5050100251,559213.8141580867
601465.4604550514,601519.2891680558
