Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
23571.676219421213,23625.558218538314
29530.262898040655,29584.865197079926
35511.41010969528,35570.62789193375
41498.6519901678,41554.12321748284
47462.90714277361,47515.820451804975
108184.03773798258,108241.25317879823
114137.29047391714,114190.44778459398
120113.11852007601,120171.7989497078
126101.53062010185,126158.61767657031
132074.2366708983,132126.50738540647
198746.0006493672,198798.33305766658
204715.80042355944,204773.33201231563
210703.29162986728,210761.67771699262
216682.89264854745,216735.71166736886
283356.25895669445,283408.82186706754
289319.8277239992,289375.80920255487
295304.51121491776,295363.63780856197
301289.14206029876,301343.261303446
307245.4392205075,307300.1206682019
367967.8125420167,368022.10959821823
373925.4445930706,373979.77927403717
379905.77055052266,379964.9466997849
385893.3587622962,385949.10997829505
391859.12433341815,391911.8276838351
452580.3008995198,452638.2928795612
458532.7582749046,458585.7223908884
464507.6112848389,464566.1375392131
470496.01117440336,470553.34595501964
476469.99123511446,476522.2829343084
543141.7405136473,543194.0259812222
549110.4959786929,549167.7884686573
555097.6404160078,555156.1946911981
561078.2220005271,561131.2183485926
567025.9591841777,567083.8111177193
