Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
3906.6443075566744,3958.9685318665647
9872.54613087971,9929.139595124438
15858.487188349278,15917.411931872306
21841.462471971543,21895.031620085083
27793.956401372685,27849.8795089663
88517.74783644227,88571.18754291271
94477.54574917632,94532.48805302444
100459.66498128184,100518.90679154001
106446.39283801665,106501.51715120854
112408.72708816553,112461.96556513208
173129.93404520676,173186.27793815252
179084.21804818747,179137.63905128214
185061.2279730356,185120.07575197265
191049.5729341174,191106.34009999403
197020.63756320268,197072.92861805984
269663.67273111,269721.48497904814
275651.51993811846,275709.6752387147
281629.8310082291,281682.4595343392
348302.5382420347,348354.9443434931
354267.3954870304,354323.7187872442
360252.80386739405,360311.83062293584
366236.5536928059,366290.3615764616
372190.75861535314,372246.0907566725
432913.8485689676,432967.63816482405
438872.66814468673,438927.3358971374
444854.0082669293,444913.2329227253
450841.15765906754,450896.5614321828
456805.0437079254,456858.01451377047
517526.1773936766,517583.21577429347
523479.62663042516,523532.83317234303
529455.6866939733,529514.4017444884
535444.0929172644,535501.1188700025
541416.4853424592,541468.7559415508
