Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
46212.038197809256,46264.72554198473
52174.843577192376,52230.61862488407
58159.061661001244,58218.23359150745
64144.175792209564,64198.487684062486
70101.70447455776,70156.03947237595
130823.72975096194,130878.36970798844
136780.66826473264,136834.80911817966
142760.36530583794,142819.49755776848
148748.1709806808,148804.12871762482
154715.03324830526,154767.6092999352
221388.19357233724,221441.02694146484
227362.31263664758,227420.71362713072
233350.66576490633,233408.1773727417
239325.56100723954,239377.88815028995
305997.37507487525,306049.6458657456
311965.35390251444,312022.4628445274
317952.20813318505,318010.8762344798
323933.4816531232,323986.62176913593
329882.5261732363,329939.80525355606
390608.04237034346,390660.93608647137
396569.82634613925,396625.3215437831
402553.38019363984,402612.59499896463
408539.0945341691,408593.6735740191
414498.26273155474,414552.17806669115
475219.91082477284,475275.0631603228
481175.93354713055,481229.8217022352
487154.75598116464,487213.81186674663
493142.8019598703,493199.0363527131
499111.1125323634,499163.5537518029
565783.7430180814,565836.4183371443
571756.8580736025,571815.0763385342
577745.0976654853,577802.8379423919
