Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
37673.677605299854,37727.97197354114
43631.31540158794,43685.651655681315
49611.64642867496,49670.82284341221
61564.98940099374,61617.6937495196
122286.16572574434,122344.15240559271
128238.62742459997,128291.59264634363
134213.4860687079,134272.0134714672
140201.8865303783,140259.21983332234
146175.8594935244,146228.15051743627
212847.6081523971,212899.89382646017
218816.36995867296,218873.66390713252
224803.51663548712,224862.0698105706
230784.09250479005,230837.08771027124
236731.81902677682,236789.67576898859
297458.1029105186,297510.8383429905
303420.6488775019,303476.3532295404
309404.7030710045,309463.88763350574
315389.9744489748,315444.35352155694
321347.9204388032,321402.14413373347
382069.84032229846,382124.6044626983
388026.5448228047,388080.6210725811
394006.0230523544,394065.13792165683
399993.8955431552,400049.92356643605
405961.1275465878,406013.66575741844
478608.00856759166,478666.36487490596
484596.3383751673,484653.90902001533
490571.5396812391,490623.8833107278
557243.3908548773,557295.6608384599
563211.1047865466,563268.149425975
569197.853015557,569256.5576451041
575179.3559034469,575232.5463982881
581128.8447263971,581185.936589088
