Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
29136.034407207968,29193.43532283579
35089.08763249765,35142.19552513408
41064.676007371156,41123.320676728465
47053.09118915819,47110.24027812538
53026.11603204358,53078.38889770259
119697.8653768931,119750.18336764745
125667.40769405979,125724.88122543723
131654.8181585685,131713.2472896299
137634.6663054276,137687.5272319371
210271.49693640988,210327.40973335333
216256.02806969182,216315.17083298686
222240.8234424464,222295.006466779
228197.53263796773,228252.09517077322
288919.78340596217,288974.1913525929
294877.182908849,294931.4522961061
300857.3011006708,300916.4638360718
306844.9655103625,306900.78569458623
312811.09878423286,312863.7571126655
385459.1765997612,385517.66199518857
391447.5644427627,391504.95880856854
397421.8526807792,397474.15402101644
464093.6162599663,464145.8947415292
470062.1130015171,470119.3447573484
476049.16371927096,476107.7569810749
482029.97916845663,482083.02241529623
487978.15321890695,488035.8101068724
554666.4569014339,554722.0904325952
560650.344182646,560709.5403669141
566635.7692950299,566690.215728635
572594.1309324644,572648.2464763428
