Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
18008.404771831214,18060.810214185894
23973.26834183787,24029.593230022023
29958.680052804608,30017.706193270733
35942.425332435065,35996.231726967526
41896.620014443804,41951.955563065654
102619.71389320411,102673.50122470934
108578.53936454513,108633.20874577269
114559.88372288844,114619.10909704749
120547.03132501197,120602.43339448239
126510.90817929004,126563.88039445243
187232.0420421097,187289.0760311676
193185.4962339406,193238.70401936054
199161.5615443696,199220.2781573943
205149.96813640435,205206.9925553422
211122.35271484274,211174.6233196564
277794.1385803412,277846.4872126934
283764.19547063805,283821.78440734936
289751.7641591229,289810.106100643
295731.11483049084,295783.89322501887
362404.33693901583,362456.8635719378
368368.1612507503,368424.211212509
374352.9945662737,374412.10361848935
380337.45714705915,380391.5128160677
386293.3407749713,386348.14461323485
447015.84324338735,447070.0327787943
452973.7091714534,453028.1090679997
458954.24010167085,459013.4293190017
464941.7492732716,464997.43144031125
470907.1449854612,470959.8960535266
531628.301748719,531686.0952906493
537580.95218856,537633.962297254
543556.047749017,543614.6135603659
549544.4561163508,549601.73063448
555518.1256728928,555570.4091914954
