Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
60313.908342588045,60366.800555340524
66275.69837974849,66331.19524492
72259.25636755468,72318.47071262109
78244.96723878992,78299.54480224791
84204.12562751466,84258.04334644898
144925.77568918944,144980.9248222865
150881.80395448295,150935.69311529782
156860.63169529045,156919.6881510634
162848.67682179136,162904.90919930945
168816.97842860915,168869.42033969914
235489.61191392687,235542.28805328315
241462.7329964537,241520.95229754937
247450.97345359295,247508.71247066167
253427.05499746068,253479.4562645642
326065.99306301156,326122.84714204154
332052.41335307044,332111.21892052155
338034.56775704946,338087.91490804096
343985.3513608752,344041.9189384794
404709.94643948437,404763.09058579075
410670.7271509272,410725.9441975893
416653.5803558638,416712.81887566653
422639.83250385895,422694.6830729951
428600.60299126466,428654.1538423416
489321.97975754435,489377.69966878375
495277.1171003876,495330.7646154838
501255.04291047336,501314.0036981019
507243.26801675797,507299.77287370653
513212.97988769796,513265.32703973044
579885.2073650729,579937.7482452872
585857.3110330642,585915.332625537
591845.3810007639,591903.3364273474
597822.6090990419,597875.1117948511
