Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
1758.289474413993,1817.094189942253
7740.438559570271,7793.784466695633
13691.211757692661,13747.783510332203
74415.8120775003,74468.95458636817
80376.59891215431,80431.8176263534
86359.45651077363,86418.69490289678
92345.70554163292,92400.55443126302
98306.46639174428,98360.0193094191
159027.84457456908,159083.5608650253
164982.9872353702,165036.63617044853
170960.9185732679,171019.87998797905
176949.14310829013,177005.64600561213
182918.84597025655,182971.19388254505
255563.1857810386,255621.20850916835
261551.25728172262,261609.21113022932
267528.47796049115,267580.9803189197
340166.6731072703,340223.26493095816
346152.6110110229,346211.53605489706
352135.59119427105,352189.1617701843
358088.09551139723,358144.01482824486
418811.8823372364,418865.3245982859
424771.6742560034,424826.6149084504
430753.7888867473,430813.0306835407
436740.5194792207,436795.6454901832
442702.86318394204,442756.0990419886
503424.06931988767,503480.4172054339
509378.3481802852,509431.7670267282
515355.3524348348,515414.19947134843
521343.6979373044,521400.4666944105
527314.7706884681,527367.0615112855
593986.7167893883,594039.147936725
599957.7981808849,600015.6090931053
