Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
51775.70520047727,51830.466356756704
57732.41534702197,57786.49274108729
63711.898935316196,63771.01409261533
69699.76981113433,69755.79607829556
75666.99297014157,75719.53205002424
142340.01099468555,142392.80330728946
148313.88348685176,148372.24088222647
154302.21391437357,154359.7831519982
160277.40795282656,160329.7511769831
232916.97855091837,232974.0247025543
238903.72932245527,238962.43325126017
244885.2267000471,244938.41604576056
250834.70508788544,250891.80135062378
311559.9818945697,311612.93341681757
317521.5152600238,317576.94127329375
323504.8986026668,323564.1213428473
329490.75216409325,329545.3983281319
335450.32112859626,335504.14107513695
396171.89193848066,396227.1801490935
402127.6926133937,402181.5198820787
408106.2946983675,408165.3287248255
414094.3910134607,414150.6928268132
420063.053158324,420115.4673649583
486735.57214759925,486788.2118054935
492708.4369494036,492766.60771807353
498696.63971848955,498754.43459081074
504673.0158357096,504725.44026852783
571345.0822829589,571397.3703878361
577311.7539489256,577368.541970781
583298.0560404289,583356.8939658098
589280.4258723726,589333.8293002873
595231.6492689044,595288.0459362576
