Meta:,"Description of ground station accesses for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
32088.856051897077,32403.306441797402
56194.086828799154,56507.66443581884
117190.40392541514,117499.55673623923
141292.91649656623,141605.39269198687
202300.06962865996,202589.83889356366
226395.67101145102,226696.8494856978
293399.45098559256,293678.47375898866
378484.7991018857,378784.7429212595
463575.8078657605,463887.76470574853
548673.0320182353,548986.923575618
