Meta:,"Description of ground station accesses for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
31931.97717235199,32190.20936222313
43926.6017099678,44152.806096623666
55882.72563442782,56172.768064635
122491.73345909703,122790.18592305286
134516.8208499353,134766.91595956916
213108.2942627289,213360.67180340347
225087.21940869882,225384.611439691
291705.91069035046,291993.22932884813
303723.6493200767,303949.3192345814
315684.4314538691,315948.35962804477
382289.2087030544,382577.9849353498
394304.185835409,394570.16422712017
460983.98940626695,461145.927353773
472911.3276257316,473149.53073226195
484876.8530096771,485178.1702879538
551489.4121538101,551789.0648972291
563517.0870603079,563749.2043244948
575497.9427703494,575709.9154694633
