Meta:,"Description of subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0.",,,,,,,,,,,
Summ:,"During each time, Obs has known orbit Keplerian model and statistics.",,,,,,,,,,,
Time,[s],ObsOrbit,[m],,[deg],[deg],[deg],[deg],ObsCoordinates,[deg],[deg],[deg]
t0,t1, ,SMA,ecc,inc,RAAN,AOP,MA, ,lat,long,alt
0.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,180.000000,,6778137.000000,-0.000000,0.000000
300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,199.446760,,6391452.825408,1954316.754908,-1128325.304528
600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,218.893521,,5275519.991417,3685650.893424,-2127911.535457
900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,238.340281,,3557663.621970,4996461.553716,-2884708.423033
1200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,257.787041,,1433886.799414,5737188.543000,-3312367.349692
1500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,277.233802,,-853492.893220,5823316.778606,-3362093.509705
1800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,296.680562,,-3043491.197742,5245019.245916,-3028213.273534
2100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,316.127322,,-4886234.826923,4068278.235962,-2348821.534671
2400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,335.574082,,-6171471.376825,2427356.932312,-1401435.178290
2700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,355.020843,,-6752558.596207,509480.320203,-294148.600016
3000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,374.467603,,-6563195.897813,-1466526.712431,846699.592196
3300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,393.914363,,-5624989.088293,-3275206.743172,1890941.494822
3600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,413.361124,,-4044985.200108,-4710193.938816,2719431.738511
3900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,432.807884,,-2003458.694914,-5607759.876850,3237641.674450
4200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,452.254644,,266657.398177,-5865494.545823,3386444.854961
4500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,471.701405,,2506348.554176,-5453991.069557,3148863.212167
4800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,491.148165,,4460071.656737,-4420200.957610,2552004.212748
5100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,510.594925,,5904911.823706,-2882077.056355,1663967.964312
5400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,530.041685,,6676016.433371,-1015115.426490,586077.164743
5700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,549.488446,,6685404.393136,967668.315205,-558683.562270
6000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,568.935206,,5932004.560453,2840043.540890,-1639699.902843
6300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,588.381966,,4501777.957483,4388376.956144,-2533630.616935
6600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,607.828727,,2557909.835115,5436007.620455,-3138480.462986
6900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,627.275487,,322190.647101,5863403.515303,-3385237.597928
7200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,646.722247,,-1950289.681750,5621799.846226,-3245747.654548
7500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,666.169008,,-4000246.873107,4738762.982965,-2735926.083841
7800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,685.615768,,-5593785.977816,3315045.206158,-1913942.242151
8100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,705.062528,,-6549088.200125,1513089.126030,-873582.414221
8400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,724.509288,,-6757155.964060,-461506.610034,266450.965536
8700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,743.956049,,-6194249.262134,-2383445.605000,1376082.961645
9000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,763.402809,,-4924594.330379,-4033439.463284,2328707.359887
9300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,782.849569,,-3093055.596676,-5223228.044034,3015632.117262
9600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,802.296330,,-908607.014627,-5817059.468735,3358480.850166
9900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,821.743090,,1379511.337885,-5747179.068427,3318135.382237
10200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,841.189850,,3510230.923440,-5021560.020668,2899199.029684
10500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,860.636611,,5240442.007248,-3722993.630075,2149471.374515
10800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,880.083371,,6372731.865187,-1999643.049120,1154494.452693
11100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,899.530131,,6777909.078108,-48138.235836,27792.623418
11400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,918.976891,,6409743.947159,1908859.028837,-1102080.274144
11700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,938.423652,,5310243.185917,3648060.289098,-2106208.589931
12000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,957.870412,,3604857.060236,4971027.064352,-2870023.813753
12300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,977.317172,,1488165.829080,5726812.179734,-3306376.553568
12600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,996.763933,,-798321.372643,5829182.458335,-3365480.061475
12900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1016.210693,,-2993722.117707,5266457.709366,-3040590.776178
13200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1035.657453,,-4847546.714032,4102843.408483,-2368777.746331
13500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1055.104214,,-6148278.447256,2471105.014833,-1426693.145510
13800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1074.550974,,-6747507.104771,557419.766762,-321826.452392
14100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1093.997734,,-6576862.206953,-1419865.671866,819759.827865
14400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1113.444494,,-5655813.906577,-3235148.015733,1867813.577752
14700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1132.891255,,-4089451.493457,-4681308.124347,2702754.505751
15000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1152.338015,,-2056492.971323,-5593342.773982,3229317.956228
15300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1171.784775,,211106.215989,-5867191.109658,3387424.366548
15600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1191.231536,,2454618.716093,-5471607.726439,3159034.193760
15900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1210.678296,,4418065.406914,-4451727.691385,2570206.180980
16200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1230.125056,,5877421.969381,-2923916.746156,1688124.120481
16500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1249.571817,,6666179.497642,-1062494.269156,613431.352310
16800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1269.018577,,6694342.745579,920156.126217,-531252.387168
17100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1288.465337,,5958698.357580,2797819.026601,-1615321.568152
17400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1307.912097,,4543181.504317,4356257.827219,-2515086.629204
17700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1327.358858,,2609299.091308,5417658.588556,-3127886.644480
18000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1346.805618,,377702.228036,5860918.158726,-3383802.676639
18300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1366.252378,,-1896989.507556,5635461.737892,-3253635.351380
18600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1385.699139,,-3955239.521201,4767013.335468,-2752236.432463
18900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1405.145899,,-5562206.673620,3354660.725473,-1936814.272892
19200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1424.592659,,-6534540.062662,1559549.781244,-900406.486016
19500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1444.039420,,-6761298.899148,-413501.862588,238735.411676
19800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1463.486180,,-6216610.571321,-2339373.986022,1350638.200565
20100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1482.932940,,-4962622.644644,-3998329.433430,2308436.574699
20400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1502.379700,,-3142411.981200,-5201085.569223,3002848.153469
20700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1521.826461,,-963660.030327,-5810410.949540,3354642.325820
21000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1541.273221,,1325043.101354,-5756783.084131,3323680.263290
21300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1560.719981,,3462562.154594,-5046320.777285,2913494.659183
21600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1580.166742,,5205011.592475,-3760085.987678,2170886.657162
21900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1599.613502,,6353582.325520,-2044834.863187,1180585.958709
22200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1619.060262,,6777225.327761,-96273.234276,55583.377725
22500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1638.507023,,6427604.000324,1863272.928034,-1075761.126574
22800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1657.953783,,5344609.255539,3610224.345146,-2084363.997505
23100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1677.400543,,3651808.064382,4945258.263100,-2855146.189413
23400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1696.847303,,1542344.776504,5716050.676461,-3300163.396756
23700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1716.294064,,-743096.163297,5834656.113444,-3368640.277726
24000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1735.740824,,-2943751.703646,5287541.992603,-3052763.792781
24300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1755.187584,,-4808532.593562,4137132.656268,-2388574.652770
24600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1774.634345,,-6124672.033198,2514686.910411,-1451855.164654
24900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1794.081105,,-6742001.829476,605321.725685,-349482.661271
25200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1813.527865,,-6590086.208457,-1373109.142387,792764.932984
25500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1832.974626,,-5686258.359636,-3194871.717875,1844560.046341
25800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1852.421386,,-4133642.762704,-4652107.482188,2685895.507141
26100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1871.868146,,-2109388.944310,-5578549.507201,3220777.059670
26400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1891.314906,,155540.836469,-5868493.092713,3388176.066815
26700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1910.761667,,2402723.799807,-5488856.406344,3168992.723746
27000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1930.208427,,4375762.033022,-4482955.037233,2588235.297511
27300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1949.655187,,5849536.846229,-2965559.796486,1712166.746799
27600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1969.101948,,6655894.247504,-1109801.656876,640744.285345
27900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,1988.548708,,6702830.889575,872582.054820,-503785.484240
28200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2007.995468,,5984991.419873,2755406.353175,-1590834.599732
28500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2027.442229,,4584279.512763,4323845.730911,-2496373.496676
28800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2046.888989,,2660512.866722,5398945.207870,-3117082.469104
29100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2066.335749,,433188.407712,5858038.643236,-3382140.187595
29400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2085.782509,,-1843561.756880,5648744.633058,-3261304.234480
29700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2105.229270,,-3909966.171226,4794943.096427,-2768361.687471
30000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2124.676030,,-5530253.299479,3394050.636891,-1959556.048852
30300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2144.122790,,-6519552.463814,1605905.553499,-927170.003606
30600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2163.569551,,-6764987.122850,-365469.306283,211003.802363
30900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2183.016311,,-6238553.800544,-2295145.039288,1325102.606262
31200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2202.463071,,-5000317.212234,-3962950.507621,2288010.542360
31500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2221.909832,,-3191557.031996,-5178593.310612,2989862.241905
31800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2241.356592,,-1018648.237890,-5803371.668148,3350578.194813
32100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2260.803352,,1270485.752924,-5765999.944224,3329001.619945
32400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2280.250112,,3414660.521256,-5070742.158354,2927594.350117
32700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2299.696873,,5169231.129868,-3796925.471692,2192155.943174
33000.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2319.143633,,6334005.494253,-2089889.157864,1206598.067869
33300.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2338.590393,,6776085.794943,-144401.758141,83370.393934
33600.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2358.037154,,6445031.783777,1817561.518259,-1049369.631835
33900.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2377.483914,,5378615.889094,3572145.606112,-2062379.227273
34200.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2396.930674,,3698513.476856,4919156.882964,-2840076.550565
34500.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2416.377435,,1596419.998041,5704904.756915,-3293728.297106
34800.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2435.824195,,-687820.979192,5839737.375817,-3371573.945925
35100.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2455.270955,,-2893583.316172,5308270.677665,-3064731.504681
35400.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2474.717715,,-4769195.089294,4171143.673295,-2408210.922605
35700.0,,,6778137.000000,0.000000,30.000000,180.000000,0.000000,2494.164476,,-6100653.722233,2558099.688075,-1476919.543524
