Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
50681.70306073059,50725.238506879505
62440.707269829094,62484.789043915225
68305.68362994854,68350.932924409
139694.98570805864,139739.56139769117
151453.0173468432,151496.4329386569
222834.62246533358,222878.1215860999
234593.4004111034,234637.5531539151
240459.15037531414,240504.17755659777
311847.67144580884,311892.17500840494
323606.030570953,323649.4420648367
394987.55804593797,395031.0259914179
406746.0785344994,406790.30337511515
412612.58900388895,412657.4108831994
484000.3701863118,484044.80099018756
495759.02014092443,495802.4361378026
567140.5079467898,567183.9521728498
584765.9993489978,584810.6325456366
