Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
715.0310712639766,758.6408121442353
12474.347768714346,12518.312990713612
18337.98986323007,18383.65379432028
89728.70264960088,89773.39771276533
101486.10121091582,101529.54183723594
172867.9255491642,172911.48926773068
184627.06762709396,184671.1012612289
190491.5049500563,190536.9169058462
261881.36720326217,261925.99210751127
273639.1540321847,273682.57643154095
345020.8348251444,345064.35820531065
356779.77140565193,356823.8752786238
362644.991479044,362690.16931334813
434034.0444021937,434078.59782793693
445792.1830415319,445835.59612178
517173.75964831165,517217.24814956525
534798.4495450602,534843.4106877684
600317.919193439,600362.1471674338
