Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
62016.48432333368,62061.54769223595
73770.94842972184,73814.69081321475
145154.3766758673,145198.25599521346
156914.07566668326,156957.75035137706
162773.78177482804,162820.90273774863
234169.08545366634,234214.09021695968
245924.14549075658,245967.80949022347
317307.198416394,317351.0149244755
329066.8793884753,329110.60926444374
334927.4352091736,334974.2121053031
406321.6966065891,406366.64041753684
418077.31779515505,418120.91412177176
483596.22880095773,483642.85725818627
489460.0354692283,489503.79192887736
507081.05955031107,507127.5125024915
578474.3188133348,578519.1989033143
584356.6900678021,584401.6676614407
