Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
47748.94859169718,47792.94139329722
53618.64759913686,53663.25902300738
65376.50275323579,65419.922741605274
136758.16098404987,136801.67741797236
148517.05579405965,148561.17285376755
154382.4206442045,154427.55664253046
225771.32680283106,225815.866694575
237529.52685962172,237572.93937745207
308911.0884635506,308954.57109021075
320669.74128645094,320713.9299852524
326535.87314555096,326580.79565062333
397924.0191745861,397968.48641752935
409682.5282261686,409725.94099140563
481064.0315166337,481107.48633851943
498689.29765195854,498734.02320143237
570076.7245018635,570121.1187872107
575958.1226016688,576003.45001371
