Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
17905.201653605774,17955.41253938158
23836.866383192337,23888.12506728865
29786.418958323466,29839.984098911566
35735.44844502506,35785.55170406022
41659.09748167743,41711.86478884832
102028.04031596368,102081.68849814341
107953.22259596123,108003.1040291983
113897.69955422053,113951.17865685496
125784.5304863013,125834.40797154802
192072.09492966055,192121.40413409923
198010.04110360763,198062.58610214954
203962.17683889356,204015.0623475661
209905.6343367399,209954.97532548432
276193.2890870298,276243.7138751249
282124.2667068809,282175.37465924013
299947.71905193577,300000.0649400955
360316.2738118994,360370.4422916271
366240.87303234485,366290.6470977798
372184.74614096445,372238.1666693109
384072.7060440748,384122.43942410866
450359.99203183135,450409.3216631469
456297.24382585543,456349.6595256138
462249.20311809966,462302.19425974035
468193.3988734729,468242.7795469151
534481.394336978,534532.059346199
540411.690832652,540462.6490170378
546360.3904209771,546414.0124340084
558236.2956435225,558288.2514845402
