Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
3884.8918703353365,3934.8017159745295
9817.711868051252,9869.221849860693
15767.903283087657,15821.393355481328
21716.08843228444,21765.992995260458
27637.752068344555,27691.297391773678
88007.46889004657,88060.327359349
93933.65511338074,93983.73280426604
111763.93492646542,111814.10472296164
178052.11171501473,178101.42416143103
183991.2052250284,184043.95376583582
189943.56899106485,189996.26269595503
195885.73338751597,195935.0406746772
262172.9474759898,262223.0296701552
268105.07268285536,268156.4321089267
274054.88895639835,274108.4270986678
280003.59132549586,280053.6127762795
285926.450637607,285979.5177833893
346295.6836440866,346349.00487357395
352221.26313185197,352271.2206372063
358166.13453624636,358219.64786919433
370052.1830179427,370102.1692075374
436339.96942899417,436389.2747988369
442278.37648848974,442331.0047731262
448230.6134170066,448283.4240486876
454173.56278827344,454222.88546078146
520461.02209260344,520511.3013032866
526392.457005643,526443.6654024484
532341.8737800923,532395.4509785287
544215.1032237472,544267.7261111973
604583.9101110135,604637.7277807563
