Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
9414.884326039899,9466.949858683518
15342.27091384802,15392.59655401876
27240.22762844394,27291.22894333341
33171.12939399559,33221.722052661484
99460.24542747244,99509.61319972381
105400.63633760018,105453.59749308332
111353.15723256169,111405.61143964202
117293.74284391663,117343.06477628296
183580.65161631748,183630.42453645894
189514.11139416913,189565.75793396815
195464.62484611673,195518.06322370647
201412.30831767598,201462.11261148454
207332.864963299,207386.87817946955
267703.0759891697,267755.53993815347
273629.830161195,273680.0238276517
279575.7967893988,279629.3863586602
291459.4621560532,291509.8223295344
357748.05686935806,357797.38898109586
363687.773925595,363740.62741603475
369640.22725757497,369692.8086158661
375581.6482433725,375630.95519592287
441868.6888791025,441918.61238719866
447801.45097896544,447852.948456702
453751.6120520942,453805.10651285475
465621.605350503,465675.10931684903
525991.279625766,526044.1753210932
531917.414710874,531967.4820804135
537862.817299708,537916.3712239703
543814.7371820373,543866.039604499
549747.7502938494,549797.9040055305
