Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
14283.208859625154,14331.981818935006
56342.33469774678,56392.2539110193
98400.46386366867,98452.95255933439
146390.0861521955,146443.23090311873
188450.841462842,188501.14396555632
230511.21265910077,230560.09519879936
272570.97941555426,272619.86759886553
314629.9232736841,314680.242693141
356687.8271912076,356741.00012995955
404678.1332686515,404730.59608329734
446738.82945436775,446788.7340116025
488799.0972616251,488847.86683622596
530858.716804695,530907.7772443407
572917.4699373178,572968.2463801297
