Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
37455.983558457505,37509.50714978173
43381.31395854779,43431.22351079686
49325.93963339812,49379.4320072572
61212.480055287706,61262.39694752026
127500.12407052077,127549.43103483449
133438.24340530206,133490.8199129309
139390.41864160684,139443.27612287822
145333.6871453524,145383.02039796495
211621.2655224682,211671.63439440692
217552.41429316087,217603.5599645985
223501.6577962856,223555.24858544767
235375.56800027593,235428.0161256371
295744.2144188386,295798.2495804245
301668.95808455476,301718.7581761082
307612.983447878,307666.41943432135
319500.6662972737,319550.43349746335
385788.0154703289,385837.3385057786
391725.44134581054,391777.8898223217
397677.4474963443,397730.4127709972
403621.46136191214,403670.83083177
469909.3664550547,469959.9688389179
475839.8325401771,475890.82805908984
481788.6437084994,481842.26063004474
493664.15570172813,493716.20618388907
565900.0385697505,565953.4095377937
571852.4607597863,571904.262102203
577788.8086510169,577838.4492959664
