Label,dec0,dec1,dec2,dec3,dec4,obj0,obj1
0,0.0,0.0,0.0,0.5526980014469509,0.5085586790245245,39473.459131,560.716838
0,2.0,4.0,0.0,0.5895472079382436,0.39336136155630497,25748.286741,523.083333
0,0.0,2.0,0.0,0.38114312983943943,0.05615243502156653,35534.990043,560.716838
