Meta:,"Description of subspace, including startTime. t0 is s after startTime, t1 is s after t0.",,,,,,,,,,,,,
Summ:,"During each time, DSM constellation global performance is summarized by these statistics.",,,,,,,,,,,,,
Time,[s],POI,[deg],[deg],[km],AccessTime,[s],,RevisitTime,[s],,TimeToCoverage,[s],NumberOfPasses,
t0,t1,POI,lat,lon,alt,ATavg,ATmin,ATmax,RvTavg,RvTmin,RvTmax,TCcov,numPass
0,604800.0,17,0.0,-30.000000000000004,0.0,47.78388568241098,45.70475109259132,49.56190905877156,67157.52543494897,6876.464866328635,120216.73674573207,,8
0,604800.0,18,0.0,0.0,0.0,47.860341626679656,46.50610831422091,49.63721607233674,86358.97685003428,31083.98799385202,143715.61000082915,,6
0,604800.0,19,0.0,30.000000000000004,0.0,47.41842324928621,45.702987301454414,49.58367991831619,54938.71052431883,19698.269411146168,89475.98233824226,,10
0,604800.0,20,0.0,60.00000000000001,0.0,47.5429887692179,45.69601616908403,49.57638283231063,75558.39988482694,14202.208211820687,131294.49181819402,,7
0,604800.0,21,0.0,90.0,0.0,47.89306832327884,46.445186555036344,49.60557825586875,67157.42838371264,8703.976422634834,125404.00485520106,,8
0,604800.0,22,0.0,120.00000000000001,0.0,47.511570993448004,45.70525525143603,49.555197587877046,67157.76749245026,41769.178868680436,131294.48915761244,,8
0,604800.0,23,0.0,150.0,0.0,47.64674316130064,45.70017042302061,49.6261607199267,60437.11793115483,9821.714884223999,125404.00423393329,,9
0,604800.0,24,30.000000000000004,-180.0,0.0,48.233484521938664,46.26618746700842,51.54110067881993,23215.1601110366,5835.744365415085,65859.30736751924,,25
0,604800.0,25,30.000000000000004,-150.0,0.0,48.22494140445665,46.26697667356348,51.52782689733431,25153.78443115406,5835.8332972073695,65864.2493652291,,23
0,604800.0,26,30.000000000000004,-120.00000000000001,0.0,48.29390600022634,46.26709254580783,51.54661063935782,24145.637850239782,5840.4322154298425,65861.38126438891,,24
0,604800.0,27,30.000000000000004,-90.0,0.0,48.126104342465474,46.26664455450373,51.53314843587577,24145.798939831235,5835.797734189226,65861.44651075685,,24
0,604800.0,28,30.000000000000004,-60.00000000000001,0.0,48.221355768434975,46.26750744169112,51.55237104097978,26249.527398830192,5840.399214973964,65864.21322684706,,22
0,604800.0,29,30.000000000000004,-30.000000000000004,0.0,48.39204310538834,46.26633468968794,51.538606323010754,21553.336244148373,715.1801944168983,65859.30060792353,,27
0,604800.0,30,30.000000000000004,0.0,0.0,48.290269635245885,46.267147434758954,51.52586833172245,23215.10550996611,324.54147534887306,65864.23730724404,,25
0,604800.0,31,30.000000000000004,30.000000000000004,0.0,48.26760124436456,46.267543791094795,51.54374331291183,24145.66310280541,5815.05106015224,65859.31370940071,,24
0,604800.0,32,30.000000000000004,60.00000000000001,0.0,48.25982668414008,46.2668073028035,51.54216746345628,24145.670566383225,2158.6656945065624,65864.26143228076,,24
0,604800.0,33,30.000000000000004,90.0,0.0,48.29443493495574,46.26726877054898,51.54925036919303,25153.717833187337,4982.0327218786115,65864.20138709078,,23
0,604800.0,34,30.000000000000004,120.00000000000001,0.0,48.3275232994165,46.266487452056026,51.53707758395467,22353.46238497093,5835.779946510214,65859.29672703752,,26
0,604800.0,35,30.000000000000004,150.0,0.0,48.301818164847816,46.267325165856164,51.52252841286827,27444.802809933557,5835.868835369474,65864.22575626703,,21
