Meta:,"Description of subspace, including startTime. t0 is s after startTime, t1 is s after t0.",,,,,,,,,,,,,
Summ:,"During each time, DSM constellation global performance is summarized by these statistics.",,,,,,,,,,,,,
Time,[s],POI,[deg],[deg],[km],AccessTime,[s],,RevisitTime,[s],,TimeToCoverage,[s],NumberOfPasses,
t0,t1,POI,lat,lon,alt,ATavg,ATmin,ATmax,RvTavg,RvTmin,RvTmax,TCcov,numPass
0,604800.0,0,-30.000000000000004,-180.0,0.0,51.53748104260785,49.31287309527397,54.30445852893172,22350.37131455156,4294.651615325022,72174.60347666562,,26
0,604800.0,1,-30.000000000000004,-150.0,0.0,51.05583972898352,49.334738418110646,53.63810867519351,23212.4463079529,4725.155553817532,72173.14908822381,,25
0,604800.0,2,-30.000000000000004,-120.00000000000001,0.0,51.20850142301375,49.428037149540614,53.637008124846034,22350.6881097408,4857.762296720874,66239.80607838172,,26
0,604800.0,3,-30.000000000000004,-90.0,0.0,51.26153579847726,49.333479229477234,54.237147859996185,20805.67851716009,4450.424187034136,66240.23513168123,,28
0,604800.0,4,-30.000000000000004,-60.00000000000001,0.0,51.479877975264145,49.30526127939811,54.28255384834483,19459.85818260458,5870.196022349046,72170.23779149214,,30
0,604800.0,5,-30.000000000000004,-30.000000000000004,0.0,51.52680520953128,49.30497628141893,53.56475502473768,22350.381594983417,5871.716075739183,66238.01619819668,,26
0,604800.0,6,-30.000000000000004,0.0,0.0,51.54418635283758,49.30696431371325,54.035161585896276,21550.296677445476,5870.708504130249,72183.83238586143,,27
0,604800.0,7,-30.000000000000004,30.000000000000004,0.0,51.09978042362464,49.353056051477324,53.641229460481554,21550.725211734363,5875.276280103601,72168.38749737473,,27
0,604800.0,8,-30.000000000000004,60.00000000000001,0.0,51.15940180808779,49.39677999087144,53.31340385531075,25150.972239933915,5877.15802099125,66239.58647223684,,23
0,604800.0,9,-30.000000000000004,90.0,0.0,51.07651588061632,49.3204178448068,53.379419437027536,24142.966544754607,5875.235830552527,72178.83260046435,,24
0,604800.0,10,-30.000000000000004,120.00000000000001,0.0,51.461312282446364,49.30695255036699,54.013216170540545,19459.876149404085,5870.7523518144735,66238.52337481096,,30
0,604800.0,11,-30.000000000000004,150.0,0.0,51.53155534829681,49.30536984273931,53.817669742857106,19459.808172243585,162.27221924369223,66238.13663182198,,30
0,604800.0,12,0.0,-180.0,0.0,50.36325622476725,48.70806985342642,53.66054135847662,54936.03340343203,17811.511062878533,132058.51358465722,,10
0,604800.0,13,0.0,-150.0,0.0,48.2113674011728,23.248628364759497,53.44564146257471,40275.00272375891,22775.188084178368,47937.129207133956,,14
0,604800.0,14,0.0,-120.00000000000001,0.0,50.81258098727007,48.818925924017094,53.53626274911221,40272.57492441188,17246.060068286723,47937.135152964795,,14
0,604800.0,15,0.0,-90.0,0.0,47.88756355657013,17.07507200416876,53.47461025748635,43155.53297669747,5789.946219157272,82383.51854755369,,13
0,604800.0,16,0.0,-60.00000000000001,0.0,50.36485056260063,48.70769508869864,53.629966431471985,40272.99280614157,263.3163006376002,89997.9354864576,,14
0,604800.0,17,0.0,-30.000000000000004,0.0,50.36938208469447,48.75031728099566,53.352850887866225,40272.98857672095,9320.241834956687,47937.133815402456,,14
0,604800.0,18,0.0,0.0,0.0,50.46488688421008,48.70988178066909,54.04264124343172,43153.139747893234,14847.81336501916,89997.93635600497,,13
0,604800.0,19,0.0,30.000000000000004,0.0,50.76795133642708,48.7174536595121,53.819645307958126,43152.85833090189,19809.3435577122,89997.93678222517,,13
0,604800.0,20,0.0,60.00000000000001,0.0,50.49035943167395,48.76957460085396,53.172938751929905,40272.87566453044,14283.208859625154,47937.13359286111,,14
0,604800.0,21,0.0,90.0,0.0,50.18282233536971,48.71251188626047,53.84984690442798,43153.4016649743,8755.037787599875,89997.93670833204,,13
0,604800.0,22,0.0,120.00000000000001,0.0,50.58287646988486,48.710634593473515,54.01194922966533,40272.78931529477,828.0705601550872,47937.13203283638,,14
0,604800.0,23,0.0,150.0,0.0,50.988943720332045,48.79246771353064,53.72267414734233,40272.41031919436,6353.848376340931,47937.13460462424,,14
0,604800.0,24,30.000000000000004,-180.0,0.0,51.234900863808434,49.326181666809134,54.10260263644159,22350.662688057073,5875.490683826385,66240.3578895622,,26
0,604800.0,25,30.000000000000004,-150.0,0.0,51.333651907752156,49.30922977649607,54.14724717725767,20805.608887813207,5870.474803177349,66238.30228333638,,28
0,604800.0,26,30.000000000000004,-120.00000000000001,0.0,51.46220634567124,49.305644987209234,53.690192617010325,20110.25320053252,5871.442857921822,66238.07499301224,,29
0,604800.0,27,30.000000000000004,-90.0,0.0,51.47019486897625,49.30920443867217,54.16847972769756,20805.47705322995,5870.43074071774,66238.61479006289,,28
0,604800.0,28,30.000000000000004,-60.00000000000001,0.0,51.071923399442454,49.327266118922125,53.35931726943818,22350.819629319056,5875.530182135699,66240.33857094434,,26
0,604800.0,29,30.000000000000004,-30.000000000000004,0.0,51.0280467010189,49.38253959885333,53.29108525595075,23212.47303201825,5876.911573843157,66239.69497763313,,25
0,604800.0,30,30.000000000000004,0.0,0.0,51.05643180074314,49.34189328603679,54.373850392585155,23212.445738653132,1322.854907004426,66240.11480004393,,25
0,604800.0,31,30.000000000000004,30.000000000000004,0.0,51.60756860174991,49.30523328855634,54.42020287003834,18850.005167917054,1749.3825407985353,66238.44675923395,,31
0,604800.0,32,30.000000000000004,60.00000000000001,0.0,51.34271836783155,49.30553460940155,53.58554374601226,20110.368705577763,1886.8986644737888,66238.20069452189,,29
0,604800.0,33,30.000000000000004,90.0,0.0,50.38887811679942,27.07102925813524,53.903880612779176,21551.410724673085,5869.871445620607,66238.4589829708,,27
0,604800.0,34,30.000000000000004,120.00000000000001,0.0,51.296291545476166,49.34372791167698,54.395849371969234,22350.603571104355,5869.965159279542,66240.0960012016,,26
0,604800.0,35,30.000000000000004,150.0,0.0,51.11806055852979,49.411377378564794,53.63433883152902,22350.77520094364,5876.414694296662,66239.91972512624,,26
