Meta:,"Description of subspace, including startTime. t0 is s after startTime, t1 is s after t0.",,,,,,,,,,,,,
Summ:,"During each time, DSM constellation global performance is summarized by these statistics.",,,,,,,,,,,,,
Time,[s],POI,[deg],[deg],[km],AccessTime,[s],,RevisitTime,[s],,TimeToCoverage,[s],NumberOfPasses,
t0,t1,POI,lat,lon,alt,ATavg,ATmin,ATmax,RvTavg,RvTmin,RvTmax,TCcov,numPass
0,604800.0,0,-30.000000000000004,-180.0,0.0,44.40306657338832,43.71534787049495,45.286861241213046,40278.55713786484,909.9535039113835,83094.50086783007,,14
0,604800.0,1,-30.000000000000004,-150.0,0.0,44.943645501364394,43.532945500919595,47.02300531154833,31789.000756893445,490.92386967421044,71335.29522908884,,18
0,604800.0,2,-30.000000000000004,-120.00000000000001,0.0,44.349831016018776,43.55202631733846,45.34908708927105,46482.13861752368,69.7307503632037,88969.49790625111,,12
0,604800.0,3,-30.000000000000004,-90.0,0.0,44.89150955888566,43.56820543203503,47.376319835777394,33557.60246319439,5529.880295210751,83094.90466417302,,17
0,604800.0,4,-30.000000000000004,-60.00000000000001,0.0,44.85814071248439,43.61712151061511,47.18701657600468,40278.132402001684,5828.505865717947,88970.77290894114,,14
0,604800.0,5,-30.000000000000004,-30.000000000000004,0.0,44.34817383320087,43.67457514751004,45.39200966944918,43158.81955286917,11714.207023886265,77210.97382638912,,13
0,604800.0,6,-30.000000000000004,0.0,0.0,44.69652358366284,43.56896248436533,46.62243813286477,35534.403271921256,5829.711221071717,77211.22962183866,,16
0,604800.0,7,-30.000000000000004,30.000000000000004,0.0,44.36497721427016,43.69737657358928,45.24595386671717,46482.1246364176,11714.501269521323,83094.31533492886,,12
0,604800.0,8,-30.000000000000004,60.00000000000001,0.0,44.91797681340972,43.60371311980998,47.196540051634656,35534.19484535208,5828.486330109139,71335.42135398742,,16
0,604800.0,9,-30.000000000000004,90.0,0.0,44.78812399374101,43.627929658348876,47.36578973120777,35534.3170597706,5828.143211075716,77210.99483792536,,16
0,604800.0,10,-30.000000000000004,120.00000000000001,0.0,44.345880166394636,43.54420406272402,45.669138054247014,43158.82168270263,11713.629483316443,83092.58160767119,,13
0,604800.0,11,-30.000000000000004,150.0,0.0,44.92119614675232,43.594654197309865,47.01401552784955,35534.19181539129,5828.862677990459,78590.28389786999,,16
0,604800.0,12,0.0,-180.0,0.0,44.37039086399194,43.05727046862012,45.9843121082522,40278.58763519361,12874.99173055822,47406.47485727156,,14
0,604800.0,13,0.0,-150.0,0.0,44.23497630689183,42.977389470732305,46.07939402751799,40278.71402211357,22515.641356583044,47406.47431874485,,14
0,604800.0,14,0.0,-120.00000000000001,0.0,44.184091674569714,42.94276935034577,46.606585163011914,43158.97191487361,29673.59386591206,58625.92815845212,,13
0,604800.0,15,0.0,-90.0,0.0,44.4956815507633,42.94124927854864,46.91216952278046,40278.47069721929,5715.670968608842,47406.44696979702,,14
0,604800.0,16,0.0,-60.00000000000001,0.0,44.288269016489664,42.93949787662132,46.823025126359425,43158.8751787704,260.8343705529683,88038.047261476,,13
0,604800.0,17,0.0,-30.000000000000004,0.0,44.37591458173795,42.958680484152865,46.73478690732736,40278.582479723715,10359.808274448733,47406.47269388479,,14
0,604800.0,18,0.0,0.0,0.0,44.12910158349741,43.020209030713886,45.777547387755476,43159.022977101034,30914.334100062977,57385.040806583944,,13
0,604800.0,19,0.0,30.000000000000004,0.0,44.30179985533583,43.00468714188901,46.29568497111177,40278.651653468354,21274.716235768516,47406.47412446572,,14
0,604800.0,20,0.0,60.00000000000001,0.0,44.484226880440055,42.95273492275737,46.84070212106599,43158.69321789673,26730.026074599475,61566.6009005758,,13
0,604800.0,21,0.0,90.0,0.0,44.263173120275844,42.9405305685068,46.92933946632547,43158.8984821026,8659.945217922314,79639.62629473407,,13
0,604800.0,22,0.0,120.00000000000001,0.0,44.374701964000096,42.942523535341024,47.06369608431123,40278.58361150027,1961.7558242989471,83090.00843797112,,14
0,604800.0,23,0.0,150.0,0.0,44.241624702798745,42.9455467335647,46.503656662476715,40278.70781694406,7419.10606128315,47406.46886612376,,14
0,604800.0,24,30.000000000000004,-180.0,0.0,44.85741986668518,43.53297189690784,46.728427533002105,35534.25184012547,5829.464004786452,77215.02289141442,,16
0,604800.0,25,30.000000000000004,-150.0,0.0,44.38469666068886,43.685791320953285,45.320599103062705,46482.10643385167,11714.351662280256,88969.65855927963,,12
0,604800.0,26,30.000000000000004,-120.00000000000001,0.0,45.19994497157404,43.61039705219446,47.32706851664989,35533.92946355617,5828.222147702596,83095.0074464198,,16
0,604800.0,27,30.000000000000004,-90.0,0.0,44.627347328206916,43.63643866860366,47.2356954007264,40278.34780916034,5828.407680906705,77211.02372211835,,14
0,604800.0,28,30.000000000000004,-60.00000000000001,0.0,41.88124790129378,10.144740378949791,45.583498219260946,40280.910835292125,5828.022816285724,77213.39200998594,,14
0,604800.0,29,30.000000000000004,-30.000000000000004,0.0,45.06602867361744,43.588959300550414,47.13918750884477,35534.05550242483,5828.6036014865385,83095.28921594785,,16
0,604800.0,30,30.000000000000004,0.0,0.0,44.42020232014306,43.72933165518043,45.2128995723906,43158.75266927415,1310.026094949615,86986.42421560863,,13
0,604800.0,31,30.000000000000004,30.000000000000004,0.0,45.01730854463676,43.58933537406847,46.90050962206442,35534.10135666387,3431.7825736608356,83095.13767844776,,16
0,604800.0,32,30.000000000000004,60.00000000000001,0.0,44.465112639800104,43.669571734411875,45.59055636982839,43158.71096683447,2149.8883475343055,86146.122940926,,13
0,604800.0,33,30.000000000000004,90.0,0.0,44.68782491557795,43.53320059948601,47.244837480655406,35534.411458902985,5828.388035485346,83094.8590839036,,16
0,604800.0,34,30.000000000000004,120.00000000000001,0.0,44.87800939704175,43.55143497977406,47.31692580791423,35534.23246174396,5828.242228436342,88970.65998165321,,16
