Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
48343.79332392946,48388.69276232616
54214.71724530727,54258.56118746407
65972.39849224011,66016.03174383177
137353.89562324184,137397.36303341482
149112.64949684322,149156.29996938506
154979.16992110127,155025.157346321
220496.8849505994,220541.97307747544
226367.3916693699,226411.1949275369
238125.38968609713,238168.97397331282
309506.7855431794,309550.2715251668
321265.3332283543,321309.01995806285
327132.55218366365,327178.28995505965
392649.98726830643,392695.2786656404
398520.0771010077,398563.84033760347
410278.35927410715,410321.903044305
481659.6885409519,481703.20008983795
493418.0033506627,493461.72800519294
499285.9083844778,499331.4121223144
564803.0999478236,564848.6092065786
570672.7742219927,570716.4979007301
