Meta:,"Description of lat long access for subspace/Obs, including startTime. t0 is s after startTime, t1 is s after t0."
Summ:,"During each time, Obs has known orbit Keplerian model and statistics."
Time,[s]
t0,t1
40358.529685803616,40402.49124624806
52115.11854175339,52158.94277623569
123497.10262922186,123540.55175934265
135256.29664073425,135299.85423384793
141120.74216362176,141167.54146747445
212511.17374917824,212555.09433388943
224268.1729250251,224311.92212737806
295649.95458467904,295693.40453981876
307409.0216424588,307452.60925219965
313274.2000250262,313320.70048487297
384663.8275520254,384707.70750201005
396421.2054183713,396464.8885959899
467802.8187688083,467846.27617495536
485427.6313100896,485473.85024056805
556816.4922281433,556860.3312276278
562698.0383272282,562742.3093170611
